feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
UniRef90_A0A069SGC3	condition	CRC	0.638872571046634	0.224808457875049	234	141	0.0048853232905627	0.0199761288261263
UniRef90_A0A174IQM6	condition	CRC	0.540474165520173	0.190184914759846	234	43	0.00488780534318314	0.0199848616993812
UniRef90_A0A069D4H7	condition	CRC	0.817498055192142	0.287696323186396	234	80	0.00488930820886291	0.0199895899986814
UniRef90_A0A070EVF7	condition	CRC	0.48200060883647	0.169487942175567	234	26	0.00489192245269664	0.0199974442451715
UniRef90_A0A174NX50	condition	CRC	-0.510296704424922	0.179594516896214	234	112	0.00489178638003075	0.0199974442451715
UniRef90_A0A078RFF9	condition	CRC	0.738267062214362	0.259792826397259	234	76	0.00489283394695506	0.0199983366677982
UniRef90_A0A174Z475	condition	CRC	0.37024899894671	0.130233087635962	234	40	0.00489274517613424	0.0199983366677982
UniRef90_A0A0E2T4Y7	condition	CRC	0.835818077653225	0.294175809061451	234	100	0.00489392359850667	0.019999956911526
UniRef90_A0A174JS27	condition	CRC	0.572853141750277	0.201602974172388	234	54	0.00489370016972949	0.019999956911526
UniRef90_A0A174RLK2	condition	CRC	0.580925619204671	0.204478130242679	234	131	0.00489724979237511	0.0200121326501448
UniRef90_A0A0K6BZV0	condition	CRC	0.785151464000438	0.276156124564079	234	79	0.00490135158382311	0.0200274758435375
UniRef90_A0A017NB68	condition	CRC	0.634524701309123	0.223353517946083	234	48	0.00490173729842417	0.0200275760226896
UniRef90_A0A173W1M5	condition	CRC	0.391865862308447	0.137811330553177	234	40	0.00490207029754671	0.0200275760226896
UniRef90_A0A017N5D6	condition	CRC	0.822960171885475	0.289713823451731	234	97	0.0049031625930237	0.0200306203354197
UniRef90_A0A0E0V7N5	condition	CRC	0.342574229144629	0.120611246124852	234	24	0.0049073123640109	0.0200461538692693
UniRef90_A0A174ASL8	condition	CRC	1.06713503374304	0.375692575775461	234	159	0.00490854081560617	0.0200497525881691
UniRef90_A0A174YE37	condition	CRC	0.425865053045535	0.149745094094045	234	45	0.00490918907425295	0.0200509810706021
UniRef90_A0A173TTP5	condition	CRC	0.623233807572342	0.219434135805552	234	89	0.00490978047620457	0.0200519771713621
UniRef90_A0A134CL89	condition	CRC	-0.65763301582799	0.231548610944523	234	223	0.00491085008594213	0.0200549260357322
UniRef90_A0A139KPH6	condition	CRC	0.777300281106999	0.273719877054502	234	177	0.00491614412306234	0.020073704330953
